datetime,dogecoin_count,dogecoin_polarity,dogecoin_subjectivity,dogecoin_polarity_zeros,dogecoin_subjectivity_zeros
2021-01-25 00:00:00,49,0.1742376944043611,0.44832433579492403,0.10454261664261666,0.25405045695045697
2021-01-25 01:00:00,37,0.32342622655122655,0.5428182619849287,0.16171311327561327,0.33926141374058044
2021-01-25 02:00:00,17,0.22523809523809524,0.3858654572940287,0.10238095238095238,0.24555074555074555
2021-01-25 03:00:00,23,0.13666666666666666,0.5533333333333333,0.042708333333333334,0.17291666666666666
2021-01-25 04:00:00,30,0.23981292517006803,0.4335796957671958,0.07630411255411255,0.15766534391534393
2021-01-25 05:00:00,24,0.3182900432900433,0.7272732617177061,0.15914502164502164,0.4090912097162097
2021-01-25 06:00:00,25,0.17666666666666667,0.5533333333333335,0.11041666666666666,0.3458333333333334
2021-01-25 07:00:00,22,-0.03844104308390022,0.6397804232804233,-0.016817956349206346,0.39986276455026454
2021-01-25 08:00:00,23,0.17694444444444443,0.7035590277777779,0.13270833333333332,0.5628472222222223
2021-01-25 09:00:00,21,0.19384920634920638,0.466005291005291,0.08077050264550266,0.19416887125220458
2021-01-25 10:00:00,18,0.2004732388823298,0.5791499318582652,0.13782535173160174,0.4343624488936989
2021-01-25 11:00:00,12,0.16166666666666668,0.6394444444444444,0.08083333333333334,0.3197222222222222
2021-01-25 12:00:00,31,0.2272982804232804,0.6299658289241622,0.11859040717736369,0.32867782378651944
2021-01-25 13:00:00,33,0.2748958333333334,0.5268709582598471,0.19123188405797106,0.4123337934207499
2021-01-25 14:00:00,26,0.20813018000518,0.4800013021166868,0.10406509000259,0.26000070531320535
2021-01-25 15:00:00,35,0.325525308025308,0.5161701138367805,0.1763262085137085,0.32260632114798776
2021-01-25 16:00:00,49,0.1872710622710623,0.4375744047619049,0.07607886904761905,0.21878720238095245
2021-01-25 17:00:00,42,0.21416475681181563,0.47373420926052495,0.12136002886002886,0.30003166586499913
2021-01-25 18:00:00,38,0.19280844155844157,0.5121316809552103,0.10283116883116884,0.29020795254128584
2021-01-25 19:00:00,57,0.06948402391259531,0.5363508478587842,0.0413595380432115,0.3447969736235041
